สเปน	sapen	85
ธาตุ	tat	100
ธาตุ	thatu	85
ฮะ	ha	100
รบ	rop	100
ศุลกากร	sunlakakon	100
ศุลกากร	sulakakon	90
แดด	daet	100
แดด	dad	85
คู่กรณี	khukoranee	100
คู่กรณี	khukorranee	85
เออ	er	100
เออ	oer	85
เออ	eu	80
ศาสตราจารย์	sastrachan	100
ศาสตราจารย์	satsadachan	90
ศาสตราจารย์	sasrachan	80
กล่อง	klong	100
ป.	po	100
ซื้อขาย	suekhai	100
ซื้อขาย	sukhai	90
ซื้อขาย	seukhai	85
ครัวเรือน	khruaruean	100
ครัวเรือน	kruaruean	90
ครัวเรือน	khrourreuan	75
เป็นอัน	penan	100
จะเห็นได้ว่า	jahendaiwa	100
จะเห็นได้ว่า	jahendaiwaa	88
จะเห็นได้ว่า	chahendaiwa	80
พลิก	plik	100
พลิก	plick	85
โจมตี	jomtee	100
โจมตี	chomtee	85
พระพุทธศาสนา	praputtsasana	100
พระพุทธศาสนา	prapudsasana	88
ข้อสังเกต	khosangket	100
ข้อสังเกต	khorsangket	85
ตัก	tak	100
กระทำการ	krathamkan	100
กระทำการ	gratamgan	85
ทาส	that	100
ทาส	tas	85
บาน	ban	100
แผนการ	phankan	100
แผนการ	paenkan	90
แผนการ	phaenkaan	85
มะ	ma	100
เจ็บปวด	jeppuat	100
เจ็บปวด	jebpuad	85
เจ็บปวด	jeppruat	75
แมน	maen	100
แมน	man	85
จ้อง	jong	100
รัฐวิสาหกิจ	ratthawisahakit	100
รัฐวิสาหกิจ	rathwisahakij	85
ส่อง	song	100
กำกับ	kamkap	100
กำกับ	gamgap	85
ไขมัน	khaiman	100
อภิปราย	aphiprai	100
อภิปราย	apiprai	90
ทันสมัย	tansamai	100
ทันสมัย	thansamai	85
ผู้ทรง	phusong	100
ผู้ทรง	poosong	90
ผู้ทรง	phutrong	80
ประเมินผล	prameanphon	100
ประเมินผล	prameunphon	90
ประเมินผล	prameenphol	80
ซับซ้อน	sapson	100
แวะ	wae	100
แวะ	we	85
เปอร์เซ็นต์	percent	100
เปอร์เซ็นต์	persen	85
เปอร์เซ็นต์	poesen	75
นึง	nueng	100
นึง	neung	90
นึง	nung	80
ขุน	khun	100
มูลนิธิ	munniti	100
มูลนิธิ	moonniti	90
มูลนิธิ	moolniti	80
คำแนะนำ	khamnaenam	100
คำแนะนำ	kamnaenam	90
คำแนะนำ	khamnaenum	80
ยักษ์	yak	100
ต้อนรับ	tonrap	100
ต้อนรับ	tonrab	85
ฝัง	fang	100
แกล้ง	klaeng	100
แกล้ง	glaeng	85
วุ่นวาย	wunwai	100
วุ่นวาย	woonwai	85
วุ่นวาย	wunway	80
ทีละ	teela	100
ทีละ	tila	85
ยศ	yot	100
ยศ	yos	80
อ้าว	ao	100
อ้าว	aao	85
สำนวน	samnuan	100
อพยพ	opayop	100
อพยพ	appayop	85
พ.ต.ท.	phohtohthoh	100
พ.ต.ท.	potohtho	85
ไหล่	lai	100
ไหล่	lay	85
ว่าความ	wakwam	100
ว่าความ	wakhwam	85
อุดหนุน	udnun	100
อุดหนุน	ootnoon	85
คำขอ	khamkho	100
ยาวนาน	yawnan	100
ยาวนาน	yaonan	85
ร้ายแรง	raireng	100
ร้ายแรง	rayreng	85
เหมือนเดิม	meuanderm	100
เหมือนเดิม	muanderm	90
เหมือนเดิม	mueanderm	85
กระโดด	kradot	100
กระโดด	gradot	85
ปรัชญา	pratya	100
ปรัชญา	pratchaya	90
ปรัชญา	prachya	80
ศรัทธา	sattha	100
ศรัทธา	satta	85
พัด	pat	100
อุดมการณ์	udomkan	100
อุดมการณ์	udomgan	85
ผู้สื่อข่าว	phusuekhao	100
ผู้สื่อข่าว	poosuekow	88
นนท์	non	100
นนท์	nont	80
นุ	nu	100
นุ	noo	90
เลข	lek	100
ระมัดระวัง	ramatrawang	100
ผู้ช่วย	phuchuay	100
ผู้ช่วย	poochuay	90
ผู้ช่วย	phuchuy	80
ศาสตร์	sat	100
ศาสตร์	sart	90
ศาสตร์	saht	80
เจาะ	jor	100
เจาะ	jo	90
คบ	khop	100
ความหวัง	khwamwang	100
ความหวัง	kwamwang	90
ภารกิจ	phankit	100
ภารกิจ	pharakit	90
ภารกิจ	parakij	85
ใช้จ่าย	chaijai	100
ใช้จ่าย	chaichai	85
พิ	pi	100
แมว	maew	100
แมว	meow	85
เสมือน	samuean	100
เสมือน	samuan	85
มงคล	mongkhon	100
มงคล	mongkol	90
เจ้าหญิง	jaoying	100
เจ้าหญิง	chaoying	85
ชุมนุม	chumnum	100
หลอก	lok	100
หลอก	lawk	85
พนัน	panan	100
แวว	waew	100
แวว	waeo	85
ทบทวน	toptuan	100
ทบทวน	tobtuan	85
ลงมือ	longmue	100
ลงมือ	longmu	90
ลงมือ	longmeu	85
ตกแต่ง	toktaeng	100
ตกแต่ง	tokteng	85
จินตนาการ	jintanakan	100
จินตนาการ	jintanakarn	90
ราศี	rasi	100
ราศี	rasee	90
เชื้อเพลิง	chuaploeng	100
เชื้อเพลิง	chueaphloeng	90
เชื้อเพลิง	chueapleung	80
สวัสดิการ	sawatdikan	100
สวัสดิการ	sawasdikan	90
เท่าเทียม	taotiam	100
เท่าเทียม	thaothiam	85
งบ	ngop	100
บริจาค	borijak	100
บริจาค	borijaak	85
คำอธิบาย	khamathibai	100
คำอธิบาย	kamatibai	90
คำอธิบาย	khamathibay	85
ถ้วย	tuay	100
ถ้วย	thuay	85
กลม	klom	100
กลม	glom	85
อุป	up	100
อุป	oop	85
จัก	jak	100
จัก	chak	80
สิงคโปร์	singkapo	100
สิงคโปร์	singkhapo	85
ศาลฎีกา	sandika	100
ศาลฎีกา	saandeeka	85
หอย	hoy	100
หอย	hoi	90
นักเขียน	nakkhian	100
นักเขียน	nakkien	90
ศัพท์	sap	100
ที่รัก	tirak	100
ที่รัก	teerak	95
อีตา	eeta	100
อีตา	ita	85
หน	hon	100
ระงับ	rangap	100
ระงับ	rangub	85
เท่าใด	taodai	100
เท่าใด	thaodai	85
สับสน	sapson	100
ลูกหลาน	looklan	100
ลูกหลาน	lukhlan	85
ปราบปราม	prappram	100
ปราบปราม	prabpram	85
ผลักดัน	plakdan	100
ผลักดัน	phlakdan	85
สดใส	sotsai	100
สดใส	sodsai	90
หนอง	nong	100
สถานภาพ	sathanaphap	100
สถานภาพ	satanapap	90
บังเอิญ	bangern	100
บังเอิญ	bangoen	85
บังเอิญ	bang-ern	70
ต้า	ta	100
มลพิษ	monlapit	100
มลพิษ	molapit	85
อายุความ	ayukhwam	100
อายุความ	ayukwam	90
แชมป์	champ	100
สูงอายุ	sungayu	100
ปฏิกิริยา	patikiriya	100
ปฏิกิริยา	bpatigiriya	80
ท่าที	tatee	100
ท่าที	thathi	85
พิการ	phikan	100
พิการ	pikarn	90
มาร์	mar	100
ต้ม	tom	100
นับตั้งแต่	naptangtae	100
นับตั้งแต่	nabtangtae	85
ข้อเสนอ	khosaneo	100
ข้อเสนอ	khorsaner	85
ข้อเสนอ	khosano	80
สนอง	sanong	100
ว่าที่	watee	100
ว่าที่	wathi	85
ย้อน	yon	100
สลับ	salap	100
เมตตา	metta	100
ขัดแย้ง	khatyaeng	100
ขัดแย้ง	katyang	85
แก้ม	kaem	100
แก้ม	gaem	85
จูงใจ	jungjai	100
จูงใจ	joongjai	90
ออกกำลังกาย	okkamlangkai	100
ออกกำลังกาย	okkamlangkay	88
เดา	dao	100
เดา	dow	85
พนักงานเจ้าหน้าที่	phanakngancchaonathi	100
พนักงานเจ้าหน้าที่	panakngaochaonati	85
พนักงานเจ้าหน้าที่	phanakngaanjaonathi	80
สำนึก	samnuek	100
สำนึก	samneuk	90
สำนึก	samnuk	80
มะเร็ง	mareng	100
แดน	daen	100
แดน	dan	80
คุณธรรม	khunnatham	100
คุณธรรม	kunatam	85
คุณธรรม	khunatham	80
ซู	su	100
ซู	soo	90
ตอนแรก	tonraek	100
ตอนแรก	tonrack	80
ฝูง	fung	100
จับกุม	jabkum	100
จับกุม	chapkum	85
รัตน์	rat	100
กาล	kan	100
กาล	kahn	85
ลึกซึ้ง	luksueng	100
ลึกซึ้ง	luekseung	90
ลึกซึ้ง	luksung	80
ประหลาด	pralad	100
ตอบโต้	toptoh	100
ตอบโต้	topto	90
อดทน	odton	100
อดทน	ottohn	85
กุหลาบ	kulap	100
กุหลาบ	kularp	85
พระบาทสมเด็จ	prabatsomdet	100
พระบาทสมเด็จ	phrabathsomdej	85
เยอรมัน	yoeraman	100
เยอรมัน	yerraman	90
เยอรมัน	yuraman	80
จี้	jee	100
จี้	ji	90
ขวัญ	kwan	100
ขวัญ	khwan	90
เจ้าชาย	jaochai	100
เจ้าชาย	jaochay	88
เอ็น	en	100
ตลก	talok	100
ตลก	talock	80
ผสมผสาน	phasomphasan	100
ผสมผสาน	pasompasan	90
เผ่า	phao	100
เผ่า	pao	90
อำนวย	amnuay	100
อำนวย	amnuy	85
มณี	manee	100
มณี	mani	85
ผนัง	phanang	100
ผนัง	panang	90
ประกาย	prakai	100
ประกาย	prakay	90
ทุ่ม	thum	100
ทุ่ม	toom	90
สมมติ	sommot	100
สมมติ	sommut	85
อัล	al	100
ประทับใจ	pratabjai	100
ประทับใจ	pratubjai	90
ประทับใจ	prathapjai	80
ชรา	chara	100
พ่อค้า	phokha	100
พ่อค้า	pokha	90
ผู้ฟัง	phufang	100
ผู้ฟัง	poofang	85
คณะกรรมาธิการ	kanakammathikan	100
คณะกรรมาธิการ	khanakammathikan	90
ลมหายใจ	lomhaijai	100
ลมหายใจ	lomhaaijai	85
ชายแดน	chaidaen	100
ชายแดน	chaidan	85
ยืด	yued	100
ยืด	yeud	90
ยืด	yuet	80
อุณหภูมิ	unhaphum	100
อุณหภูมิ	oonhapoom	85
สนุกสนาน	sanuksanan	100
ไซ	sai	100
ไซ	say	85
มื้อ	meu	100
มื้อ	mue	90
มื้อ	mu	80
อ้อม	om	100
อ้อม	aom	85
ชอบธรรม	choptham	100
เอ่อ	er	100
เอ่อ	oer	85
เอ่อ	eu	80
ดุ	du	100
ดุ	doo	90
ย่าน	yan	100
ผู้ประกอบการ	phuprakopkan	100
ผู้ประกอบการ	poopragobgan	85
ศิริ	siri	100
พึ่ง	pueng	100
พึ่ง	phueng	90
พึ่ง	peung	85
อภิสิทธิ์	aphisit	100
อภิสิทธิ์	abhisit	90
เนื่องมาจาก	nueangmajak	100
เนื่องมาจาก	neuangmajak	90
เนื่องมาจาก	nuengmajak	80
จด	jot	100
จด	chot	80
พงษ์	phong	100
พงษ์	pong	90
วัว	wua	100
วัว	wuwa	80
รายชื่อ	raichue	100
รายชื่อ	raicheu	90
รายชื่อ	raychue	80
วรรณกรรม	wannakam	100
วรรณกรรม	wannakum	85
รัง	rang	100
ยกย่อง	yokyong	100
เลี้ยงดู	liangdu	100
เลี้ยงดู	leangdoo	85
ครู่	kru	100
สม่ำเสมอ	samamsamoe	100
สม่ำเสมอ	samamsameu	85
สม่ำเสมอ	samumsamer	80
กฎกระทรวง	kotkrasuang	100
กฎกระทรวง	kodkrasuang	85
เรียว	riao	100
เรียว	riaw	90
เรียว	reaw	85
บำรุง	bamrung	100
ทัศนคติ	thatsanakhati	100
ทัศนคติ	tassanakati	88
กระทั่ง	krathang	100
กระทั่ง	gratang	85
น่าเชื่อ	nachuea	100
น่าเชื่อ	nacheua	90
น่าเชื่อ	nachua	80
ทำบุญ	thambun	100
ทำบุญ	tambun	90
ทำบุญ	thamboon	85
รัสเซีย	ratsia	100
รัสเซีย	russia	95
รัสเซีย	ratsiea	80
อนุ	anu	100
เฮ	hey	100
เฮ	he	85
บ่อ	bor	100
บ่อ	bo	90
คอลัมน์	kalam	100
คอลัมน์	kholam	85
คอลัมน์	column	80
ล้อม	lom	100
คัดค้าน	katkan	100
ด้วยเหตุนี้	duayhetnee	100
ด้วยเหตุนี้	duayhaetnee	85
ประชา	pracha	100
ทักษะ	taksa	100
ทักษะ	thaksa	85
ประพันธ์	praphan	100
ประพันธ์	prapan	90
มัว	mua	100
มัว	mour	80
ไว	wai	100
ไว	way	85
แจก	jaek	100
แจก	jak	85
องศา	ongsa	100
การ์ตูน	katoon	100
การ์ตูน	kartoon	90
รวมตัว	ruamtua	100
รวมตัว	roumtua	85
ทำตัว	thamtua	100
ทำตัว	tumtua	85
สิ่งของ	singkhong	100
สิ่งของ	singkhxng	75
พลาด	plat	100
รับผิด	rappit	100
รับผิด	rubpit	85
เกรง	kreng	100
หาง	hang	100
กุศล	kuson	100
กุศล	kusol	80
บัดนี้	batnee	100
บัดนี้	badnee	85
ทารก	tarok	100
ทารก	tarog	85
มหาดไทย	mahatthai	100
มหาดไทย	mahadthai	85
ในที่สุด	naiteesut	100
ในที่สุด	naithisud	85
ต่างชาติ	tangchat	100
เปลือก	pluak	100
เปลือก	pleuak	85
ค่าย	khai	100
ค่าย	kai	85
ดวงอาทิตย์	duangathit	100
ดวงอาทิตย์	duangatit	90
ขโมย	khamoy	100
ขโมย	khamoi	85
ยุ	yu	100
ห่อ	ho	100
พ.ย.	phoryo	100
พ.ย.	poryo	85
ร่วง	ruang	100
ร่วง	ruong	85
เยือน	yuean	100
เยือน	yuan	85
โค้ง	khong	100
แค่นี้	khaeni	100
แค่นี้	kaeni	90
แค่นี้	khaenee	85
ริมฝีปาก	rimfeepak	100
ริมฝีปาก	rimfipak	85
กิโลเมตร	kilomet	100
กิโลเมตร	kilometre	85
กิโลเมตร	kilometer	85
สมการ	samakan	100
สมการ	sommakan	85
ขบวน	kabuan	100
ขบวน	khabuan	85
เอกลักษณ์	eklak	100
เอกลักษณ์	ekkalak	90
บันเทิง	banthoeng	100
บันเทิง	bantherng	90
บันเทิง	banteung	80
สะ	sa	100
นิติบัญญัติ	nitibanyat	100
ของเสีย	khongsia	100
ของเสีย	kongsiya	85
สภาผู้แทนราษฎร	saphaphutaenratsadon	100
สภาผู้แทนราษฎร	sapaputaenratsadorn	90
ผู้บังคับบัญชา	phubangkhabbancha	100
ผู้บังคับบัญชา	poobangkapbancha	90
ทุ่ง	tung	100
แกน	kaen	100
แกน	gaen	85
ต่างด้าว	tangdao	100
ต่างด้าว	tangdaow	85
ต้องหา	tongha	100
ที่พัก	teepak	100
ที่พัก	thipak	85
สถานะ	sathana	100
ผู้แต่ง	phutaeng	100
ผู้แต่ง	putaeng	90
เสน่ห์	saneh	100
เสน่ห์	sane	85
ผู้เชี่ยวชาญ	phuchiaochan	100
ผู้เชี่ยวชาญ	poochiaochan	90
ผู้เชี่ยวชาญ	phucheawchan	85
ประมาท	pramat	100
ตัวเรา	tuarao	100
ตัวเรา	tourao	85
สภาพแวดล้อม	sapapwaedlom	100
สภาพแวดล้อม	saphapwaetlom	90
สภาพแวดล้อม	sapharpwaedlom	80
ครั้น	khran	100
รบกวน	robkuan	100
รบกวน	ropkuan	85
ซอง	song	100
อักเสบ	aksep	100
อักเสบ	akseb	90
ร้องเพลง	rongpleng	100
แบรนด์	brand	100
แบรนด์	baen	80
ธี	tee	100
ธี	thi	85
สอบถาม	soptham	100
สอบถาม	sobtham	85
ยกมือ	yokmue	100
ยกมือ	yokmu	90
ยกมือ	yokmeu	80
แหลม	laem	100
แหลม	lam	80
สีสัน	seesan	100
สีสัน	sisan	90
เป้า	pao	100
เป้า	bao	85
ลั่น	lan	100
ในขณะเดียวกัน	naikhanadiaokan	100
ในขณะเดียวกัน	naikanadiawkan	90
ในขณะเดียวกัน	naikhanadiawgan	80
มี่	mee	100
มี่	mi	85
ก่อนหน้านี้	konnani	100
ก่อนหน้านี้	gonnanee	90
ก่อนหน้านี้	konhnani	80
แป้ง	paeng	100
แป้ง	baeng	85
ศึกษาธิการ	sueksathikan	100
ศึกษาธิการ	seuksathikan	90
ศึกษาธิการ	suksathikan	80
เวียน	wian	100
เวียน	wien	85
จำแนก	jamnaek	100
จำแนก	jamnak	85
จำแนก	chamnaek	80
โปร	pro	100
คิว	kiw	100
คิว	kiu	90
คิว	khiw	80
ฉลอง	chalong	100
หนทาง	honthang	100
หนทาง	hontang	90
ซ่อม	som	100
เลว	leo	100
เลว	lew	90
เลว	leaw	80
ทัศนะ	thatsana	100
ทัศนะ	tassana	85
ปน	pon	100
เลิศ	loet	100
เลิศ	lert	95
เลิศ	lerd	85
สน	son	100
แบบจำลอง	baepjamlong	100
แบบจำลอง	baebjumlong	85
แบบจำลอง	baepchamlong	80
ตัวผู้	tuaphu	100
ตัวผู้	tuapoo	90
วงจร	wongjon	100
วงจร	wongchon	85
ญา	ya	100
ร้องขอ	rongkho	100
ร้องขอ	rongkhor	85
กระบอก	krabok	100
เผลอ	phloe	100
เผลอ	ploe	90
เผลอ	pler	85
ทรมาน	toraman	100
ทรมาน	thoraman	85
กฎเกณฑ์	kotken	100
กฎเกณฑ์	kodken	85
ละเมิด	lamerd	100
ละเมิด	lameid	85
ละเมิด	lamoet	80
มุสลิม	muslim	100
มุสลิม	mutsalim	80
สมัยก่อน	samaikon	100
สมัยก่อน	samaykon	88
น่ากลัว	naklua	100
น่ากลัว	nakluwa	80
สุโขทัย	sukhothai	100
สุโขทัย	sukothai	90
เปน	pen	100
ต่อเมื่อ	tomuea	100
ต่อเมื่อ	tormuea	90
ต่อเมื่อ	tormua	85
ตบ	top	100
ลัก	lak	100
ตีพิมพ์	teepim	100
ตีพิมพ์	tipim	85
อร	orn	100
อร	on	85
ทะ	ta	100
ธานี	thani	100
วร	worn	100
วร	wara	85
คุณวุฒิ	khunwut	100
คุณวุฒิ	khunawut	85
วุฒิ	wut	100
วุฒิ	wuti	85
วุฒิ	wutthi	80
รมว.	ramawo	100
รมว.	rormorwor	85
ประทับ	pratap	100
ประทับ	prathap	85
พระบาทสมเด็จพระเจ้าอยู่หัว	prabatsomdetprajaoyuhua	100
พระบาทสมเด็จพระเจ้าอยู่หัว	phrabatsomdejphrachaoyuhua	90
โผล่	plo	100
โผล่	ploh	85
เอฟ	ef	100
ประชาสัมพันธ์	prachasamphan	100
ประชาสัมพันธ์	prachasampan	85
ใส่ใจ	saijai	100
ถอย	thoy	100
ถอย	toi	85
ประสานงาน	prasanngan	100
ประสานงาน	prasarnngan	90
ทว่า	tawa	100
ทว่า	thawa	85
น้องชาย	nongchai	100
น้องชาย	nongchay	85
รสชาติ	rotchat	100
รสชาติ	rodchat	85
ขุด	khut	100
ขุด	khood	85
วิถี	withi	100
วิถี	witee	90
วิถี	withee	85
ถาวร	thawon	100
ถาวร	thaworn	90
คอน	khon	100
วันหยุด	wanyut	100
อุ	u	100
อุ	oo	85
อ่อนโยน	onyon	100
อ่อนโยน	awnyone	80
ประดิษฐ์	pradit	100
ประดิษฐ์	pradith	85
ทั้งปวง	tangpuang	100
คาดหวัง	khatwang	100
คาดหวัง	kadwang	85
คุณปู่	khunpu	100
อาร์	ar	100
วรรณ	wan	100
ด้อย	doi	100
ด้อย	doy	90
ถนัด	thanat	100
ถนัด	tanad	85
สารเคมี	sankemi	100
สารเคมี	sarnkemi	85
สมดุล	samdun	100
สมดุล	somdun	90
ยั่งยืน	yangyuen	100
ยั่งยืน	yangyeun	90
ยั่งยืน	yangyun	80
ซี่	see	100
ซี่	si	85
มรดก	moradok	100
มรดก	morradok	85
สามสิบ	samsip	100
ตัวอักษร	tuaaksorn	100
ตัวอักษร	tuaaksawn	85
หลุม	lum	100
อย่างไรก็ดี	yangraikodi	100
อย่างไรก็ดี	yangraikordee	90
อย่างไรก็ดี	yangraikodee	85
เฉลิม	chaloem	100
เฉลิม	chalerm	95
เฉลิม	chaleum	80
ธ.ค.	thoryokho	100
ม.ค.	makarakhom	100
ม.ค.	mokorakom	85
หมั้น	man	100
แผนก	phanaek	100
แผนก	phanek	90
แผนก	panaek	80
ก้อง	kong	100
ราชา	racha	100
แย่ง	yaeng	100
แย่ง	yeng	80
รวย	ruay	100
รวย	ruai	85
แต่ก่อน	taekon	100
แต่ก่อน	taegon	85
คลาย	klai	100
คลาย	klay	90
แบบแผน	baepphaen	100
แบบแผน	bappan	85
แบบแผน	baepaen	80
ทะเลาะ	talao	100
ทะเลาะ	taloh	85
ลิน	lin	100
ค้นคว้า	khonkhwa	100
ค้นคว้า	konkwa	85
เอียง	iang	100
เอียง	eiang	85
เอียง	yiang	75
ฮา	ha	100
ดีแล้ว	deelaew	100
ดีแล้ว	dilaew	88
ดีแล้ว	deelaeo	80
มหาชน	mahachon	100
แก่น	kaen	100
แก่น	gaen	85
ผู้สมัคร	phusamak	100
ผู้สมัคร	poosamak	90
กวน	kuan	100
กวน	guan	85
ราชวงศ์	ratchawong	100
ราชวงศ์	rachawong	90
ก่อนหน้า	konna	100
ก่อนหน้า	kawnna	85
เอ็ด	et	100
ระยะทาง	rayatang	100
วิถีชีวิต	witheechiwit	100
วิถีชีวิต	witicheewit	90
วิถีชีวิต	witheecheewit	85
อนุสัญญา	anusanya	100
อนุสัญญา	anusunya	85
อนุสัญญา	anusanyaa	80
เดี่ยว	diao	100
เดี่ยว	diew	90
เดี่ยว	diaw	85
เป็นต้นมา	pentonma	100
เป็นต้นมา	bentonma	85
แอล	ael	100
ดำเนินคดี	damnoenkhadi	100
ดำเนินคดี	damneonkadee	90
ดำเนินคดี	damnernkadee	85
อาชญากรรม	atyakam	100
อาชญากรรม	achayakam	90
อาชญากรรม	atchayakam	85
เมา	mao	100
เมา	mau	85
มาเลเซีย	malaysia	100
มาเลเซีย	maleseia	85
มาเลเซีย	malesia	80
โง่	ngo	100
จักร	jak	100
จักร	chak	85
เฮ้ย	hoey	100
เฮ้ย	hey	90
เฮ้ย	hoei	80
คู่สมรส	khusomrot	100
คู่สมรส	koosomrot	90
ทักทาย	thaktai	100
ทักทาย	tucktai	80
เงย	ngoey	100
เงย	ngery	85
เงย	ngoei	80
ไต	tai	100
ไต	tay	85
ง	ngo	100
ง	ng	85
เพื่อนบ้าน	phueanban	100
เพื่อนบ้าน	peuanban	90
เพื่อนบ้าน	phuanban	80
จม	jom	100
โน่น	non	100
โน่น	nohn	85
ทางออก	thangok	100
ทางออก	tangok	90
เวช	wet	100
เวช	wech	85
เด	de	100
เด	day	80
สไตล์	satai	100
สไตล์	style	90
สไตล์	sotai	85
เอ็ง	eng	100
สำเนา	samnao	100
กลาย	klai	100
กลาย	klay	90
ประกวด	prakuat	100
ประกวด	prakuad	85
แกะ	gae	100
แกะ	kae	90
นี่เอง	niaeng	100
นี่เอง	neeaeng	90
นี่เอง	neeeng	80
นานา	nana	100
อ้อ	or	100
อ้อ	oh	90
อ้อ	aw	80
นิดหน่อย	nidnoi	100
นิดหน่อย	nitnoy	90
นิดหน่อย	nidnoy	85
คัด	khat	100
ทุจริต	thutcharit	100
ทุจริต	tujarit	90
ทุจริต	thujarit	85
อนามัย	anamai	100
เหมา	mao	100
ปรา	pra	100
หลังคา	langkha	100
หลังคา	langka	90
เงินได้	ngoendai	100
เงินได้	ngerndai	95
เงินได้	ngundai	80
โมฆะ	mokha	100
โมฆะ	moka	85
ควาย	khwai	100
ควาย	kwai	90
ควาย	khway	80
รำ	ram	100
รำ	rum	85
สิงห์	sing	100
สิงห์	singh	85
โยน	yon	100
ชำนาญ	chamnan	100
ดังเช่น	dangchen	100
ผู้ต้องหา	phutongha	100
ผู้ต้องหา	pootongha	90
ไผ่	phai	100
ไผ่	pai	90
ท้องฟ้า	thongfa	100
ต่อว่า	towa	100
ต่อว่า	torwa	85
โก้	ko	100
ย่อ	yor	100
ย่อ	yo	90
หอ	hor	100
หอ	haw	85
หอ	ho	80
ชิด	chid	100
เกษตรกรรม	kasetkam	100
เกษตรกรรม	kasettrakam	90
เกษตรกรรม	kasetrakam	80
ดูด	dood	100
ดูด	dud	85
โชค	chok	100
ขาดแคลน	khatklaen	100
ขาดแคลน	khatklan	85
ทอ	tor	100
ทอ	thaw	85
ทอ	to	80
ออม	orm	100
ออม	om	90
ออม	aum	80
ซึม	sueam	100
ซึม	seum	90
ซึม	sum	80
ทูต	toot	100
ทูต	tut	85
แทรก	saek	100
แทรก	traek	90
แทรก	sak	80
อีสาน	isan	100
อีสาน	esan	80
เวียดนาม	vietnam	100
เวียดนาม	wietnam	85
ค่าเช่า	khachao	100
ค่าเช่า	kachao	85
